isin,instrumentsubtype,country,businessline,signoffgroup,portfolionumber,counterpartycode,asset_or_liability,amount
GB0000008288,Equity,FR,Fixed Income,Product Control FI,PTF_424,CP_3072,Liability,13024057.83
GB0000008298,FX Forward,SG,Wealth Management,Product Control FI,PTF_781,CP_6192,Liability,7401471.02
JP0000008308,Commercial Paper,DE,Treasury,Treasury Control,PTF_224,CP_1408,Liability,46553790.45
GB0000008318,Repo,ES,FX & Commodities,Product Control EQ,PTF_104,CP_9948,Liability,32363961.38
DE0000008328,Repo,ES,FX & Commodities,Operations Signoff,PTF_782,CP_3409,Liability,16937528.07
US0000008338,Repo,ES,Fixed Income,Product Control EQ,PTF_794,CP_2914,Liability,1244655.76
FR0000008348,FX Forward,AU,FX & Commodities,Product Control FI,PTF_434,CP_1901,Asset,29173654.92
GB0000008358,IRS Swap,FR,Fixed Income,Product Control FI,PTF_651,CP_8298,Asset,48792096.15
JP0000008368,FX Forward,AU,FX & Commodities,Operations Signoff,PTF_719,CP_9381,Asset,45422805.28
DE0000008378,Option,DE,Wealth Management,Risk Management,PTF_478,CP_7326,Liability,614478.6
DE0000008388,CDS,JP,Structured Products,Operations Signoff,PTF_189,CP_4533,Liability,37077676.19
JP0000008398,Repo,JP,Equities,Risk Management,PTF_846,CP_7786,Asset,41776399.06
FR0000008408,Corp Bond,DE,Equities,Treasury Control,PTF_586,CP_9606,Liability,3310458.48
FR0000008418,Option,GB,Fixed Income,Risk Management,PTF_754,CP_5478,Liability,8748776.08
JP0000008428,Future,IE,Equities,Product Control EQ,PTF_290,CP_7254,Liability,27695576.99
US0000008438,IRS Swap,IT,Treasury,Treasury Control,PTF_605,CP_8593,Asset,1346866.53
US0000008448,Equity,JP,FX & Commodities,Risk Management,PTF_227,CP_5713,Liability,8972718.48
GB0000008458,Govt Bond,GB,FX & Commodities,Risk Management,PTF_168,CP_6927,Liability,28280901.61
DE0000008468,Repo,LU,Fixed Income,Treasury Control,PTF_624,CP_1287,Liability,8146547.4
US0000008478,Equity,CH,Structured Products,Product Control EQ,PTF_465,CP_3675,Asset,13637154.33
JP0000008488,CDS,US,FX & Commodities,Treasury Control,PTF_642,CP_2258,Asset,38323289.67
GB0000008498,Corp Bond,HK,Equities,Operations Signoff,PTF_430,CP_6180,Liability,13576591.39
DE0000008508,Corp Bond,SG,Treasury,Treasury Control,PTF_943,CP_3354,Asset,6851787.56
DE0000008518,CDS,IE,Structured Products,Risk Management,PTF_448,CP_3671,Asset,10897721.22
FR0000008528,FX Forward,IT,Equities,Operations Signoff,PTF_728,CP_9612,Asset,20870226.14
US0000008538,Corp Bond,IT,Equities,Product Control FI,PTF_591,CP_6705,Liability,34554079.92
GB0000008548,Repo,ES,Treasury,Operations Signoff,PTF_881,CP_6604,Asset,35496194.67
US0000008558,Corp Bond,FR,Equities,Product Control EQ,PTF_804,CP_4712,Liability,6271582.34
GB0000008568,Corp Bond,CA,Wealth Management,Product Control FI,PTF_179,CP_1308,Liability,37867915.05
US0000008578,FX Forward,GB,Fixed Income,Operations Signoff,PTF_707,CP_1971,Liability,5950516.29
DE0000008588,Govt Bond,GB,FX & Commodities,Product Control FI,PTF_872,CP_2581,Asset,46005303.05
GB0000008598,Future,ES,Equities,Product Control EQ,PTF_786,CP_6759,Asset,4543511.76
DE0000008608,Future,CH,FX & Commodities,Product Control EQ,PTF_975,CP_9202,Asset,25247936.91
US0000008618,Corp Bond,IT,Treasury,Product Control FI,PTF_641,CP_4555,Asset,48213368.63
GB0000008628,Commercial Paper,US,Wealth Management,Product Control FI,PTF_319,CP_9260,Liability,18326318.97
FR0000008638,Equity,AU,Wealth Management,Product Control FI,PTF_285,CP_6813,Liability,21207471.91
FR0000008648,FX Forward,CA,Fixed Income,Treasury Control,PTF_226,CP_8633,Asset,25988780.43
JP0000008658,CDS,LU,FX & Commodities,Operations Signoff,PTF_839,CP_1665,Asset,16409129.79
US0000008668,Option,JP,Structured Products,Operations Signoff,PTF_853,CP_6111,Liability,11297542.12
JP0000008678,IRS Swap,IT,Structured Products,Product Control EQ,PTF_977,CP_2140,Liability,46954404.68
DE0000008688,Equity,US,Wealth Management,Risk Management,PTF_788,CP_2723,Liability,21905727.23
US0000008698,Corp Bond,DE,Structured Products,Risk Management,PTF_811,CP_2666,Asset,3240197.01
GB0000008708,CDS,FR,Treasury,Risk Management,PTF_225,CP_4815,Liability,36261399.01
DE0000008718,Future,HK,FX & Commodities,Risk Management,PTF_464,CP_8795,Liability,49376222.47
FR0000008728,IRS Swap,DE,Structured Products,Product Control FI,PTF_225,CP_5107,Liability,24866202.74
GB0000008738,Govt Bond,GB,Wealth Management,Product Control FI,PTF_950,CP_2117,Liability,33906981.5
GB0000008748,Option,HK,Wealth Management,Treasury Control,PTF_256,CP_5960,Asset,38009771.33
FR0000008758,Repo,IE,Structured Products,Product Control EQ,PTF_400,CP_9157,Liability,25242213.83
FR0000008768,CDS,IE,Treasury,Operations Signoff,PTF_118,CP_1517,Liability,44006882.92
US0000008778,Option,AU,FX & Commodities,Risk Management,PTF_553,CP_8531,Asset,1647825.51
FR0000008788,IRS Swap,ES,Wealth Management,Product Control EQ,PTF_603,CP_8056,Asset,15626421.47
JP0000008798,Repo,IE,Fixed Income,Operations Signoff,PTF_791,CP_9037,Liability,23798173.21
GB0000008808,Commercial Paper,US,Structured Products,Treasury Control,PTF_606,CP_7189,Liability,38324706.02
DE0000008818,CDS,US,Fixed Income,Operations Signoff,PTF_146,CP_3100,Liability,17447095.01
FR0000008828,Govt Bond,IE,Wealth Management,Treasury Control,PTF_489,CP_2594,Liability,17260425.66
DE0000008838,Option,CH,Fixed Income,Product Control EQ,PTF_353,CP_4844,Liability,29628620.68
US0000008848,IRS Swap,GB,FX & Commodities,Product Control EQ,PTF_120,CP_9821,Liability,1873694.2
JP0000008858,Future,SG,Structured Products,Treasury Control,PTF_120,CP_8695,Asset,49288310.25
JP0000008868,Future,CA,FX & Commodities,Operations Signoff,PTF_200,CP_9001,Asset,34544743.91
GB0000008878,CDS,AU,Treasury,Treasury Control,PTF_270,CP_5907,Liability,48471540.5
GB0000008888,Repo,NL,Fixed Income,Operations Signoff,PTF_319,CP_5708,Liability,2381330.4
FR0000008898,Option,IE,Equities,Operations Signoff,PTF_860,CP_2506,Asset,29595273.45
DE0000008908,Corp Bond,HK,Treasury,Risk Management,PTF_537,CP_4436,Liability,39783609.21
DE0000008918,Commercial Paper,IE,FX & Commodities,Risk Management,PTF_779,CP_9846,Liability,10007848.89
JP0000008928,IRS Swap,HK,Treasury,Risk Management,PTF_787,CP_9971,Asset,44045423.94
FR0000008938,Equity,HK,Structured Products,Product Control EQ,PTF_776,CP_8656,Liability,46858460.46
FR0000008948,Future,IT,Structured Products,Operations Signoff,PTF_844,CP_1981,Asset,18216912.08
GB0000008958,FX Forward,DE,Wealth Management,Treasury Control,PTF_964,CP_8133,Liability,15936065.74
US0000008968,FX Forward,IT,Structured Products,Treasury Control,PTF_943,CP_5702,Asset,12826049.51
FR0000008978,FX Forward,CA,Equities,Product Control FI,PTF_253,CP_4144,Asset,12283102.56
DE0000008988,Repo,AU,Treasury,Risk Management,PTF_532,CP_1606,Asset,7972127.64
GB0000008998,Govt Bond,JP,FX & Commodities,Operations Signoff,PTF_280,CP_1691,Liability,39112776.08
US0000009008,Corp Bond,CH,Treasury,Treasury Control,PTF_987,CP_2041,Liability,44839178.34
US0000009018,Option,IT,Wealth Management,Product Control EQ,PTF_341,CP_2833,Asset,26100268.16
FR0000009028,Commercial Paper,JP,Structured Products,Product Control FI,PTF_343,CP_3003,Liability,16467649.12
FR0000009038,Option,IE,Wealth Management,Product Control EQ,PTF_533,CP_4571,Asset,5345166.59
GB0000009048,IRS Swap,AU,Structured Products,Treasury Control,PTF_983,CP_1916,Liability,26675831.17
US0000009058,CDS,SG,Structured Products,Risk Management,PTF_799,CP_5036,Liability,43972279.88
GB0000009068,CDS,AU,Wealth Management,Treasury Control,PTF_941,CP_6049,Asset,32271652.43
FR0000009078,Govt Bond,IT,Wealth Management,Product Control FI,PTF_807,CP_4926,Liability,27638631.53
DE0000009088,CDS,ES,Wealth Management,Product Control FI,PTF_647,CP_4872,Liability,19426608.39
JP0000009098,IRS Swap,JP,Fixed Income,Product Control EQ,PTF_404,CP_4446,Asset,45794960.61
DE0000009108,Option,IE,Fixed Income,Treasury Control,PTF_987,CP_2312,Liability,23557208.71
JP0000009118,CDS,LU,Structured Products,Product Control FI,PTF_944,CP_3627,Liability,25319194.02
DE0000009128,Option,HK,Wealth Management,Operations Signoff,PTF_855,CP_6353,Liability,34762028.92
US0000009138,Equity,NL,Structured Products,Product Control EQ,PTF_103,CP_7564,Asset,31416672.18
DE0000009148,Future,GB,Fixed Income,Product Control EQ,PTF_355,CP_9460,Asset,42348786.69
JP0000009158,CDS,AU,Structured Products,Product Control EQ,PTF_366,CP_3842,Liability,39977435.75
GB0000009168,Corp Bond,CA,FX & Commodities,Product Control EQ,PTF_502,CP_7182,Asset,1041628.21
US0000009178,Commercial Paper,NL,Treasury,Product Control EQ,PTF_191,CP_8576,Asset,13092849.36
GB0000009188,Govt Bond,CA,Treasury,Risk Management,PTF_714,CP_5262,Asset,4457618.06
DE0000009198,Equity,HK,Fixed Income,Product Control FI,PTF_835,CP_9615,Liability,38669099.23
JP0000009208,Repo,GB,Equities,Product Control EQ,PTF_295,CP_5361,Liability,37323419.26
JP0000009218,Equity,CA,Equities,Operations Signoff,PTF_320,CP_5636,Asset,20919457.9
JP0000009228,Equity,US,FX & Commodities,Treasury Control,PTF_341,CP_8388,Asset,18485038.79
JP0000009238,Corp Bond,US,Structured Products,Product Control EQ,PTF_992,CP_6296,Liability,34344188.2
JP0000009248,Option,LU,Treasury,Treasury Control,PTF_174,CP_2561,Asset,2610370.02
GB0000009258,Repo,ES,FX & Commodities,Operations Signoff,PTF_786,CP_1745,Asset,12686575.86
FR0000009268,Option,JP,Structured Products,Treasury Control,PTF_235,CP_1673,Asset,13018281.15
FR0000009278,Repo,ES,FX & Commodities,Risk Management,PTF_235,CP_2468,Liability,35514227.46
JP0000009288,Equity,JP,Fixed Income,Treasury Control,PTF_145,CP_3095,Liability,43584619.56
DE0000009298,CDS,ES,Structured Products,Treasury Control,PTF_997,CP_5312,Liability,25851049.42
JP0000009308,Equity,CH,Wealth Management,Risk Management,PTF_882,CP_3478,Liability,2665843.3
GB0000009318,Govt Bond,FR,Equities,Product Control FI,PTF_581,CP_5263,Asset,35299613.31
JP0000009328,Corp Bond,ES,Structured Products,Product Control FI,PTF_552,CP_6841,Liability,22890696.42
US0000009338,Equity,GB,FX & Commodities,Product Control FI,PTF_308,CP_5654,Asset,41748508.21
FR0000009348,IRS Swap,HK,Wealth Management,Operations Signoff,PTF_317,CP_1067,Asset,20823867.47
US0000009358,FX Forward,IE,Structured Products,Product Control FI,PTF_436,CP_1425,Liability,34067210.68
US0000009368,Option,CH,Treasury,Product Control FI,PTF_957,CP_6300,Asset,1448580.74
JP0000009378,Repo,AU,Wealth Management,Treasury Control,PTF_708,CP_1095,Liability,48488676.84
FR0000009388,Repo,CH,Wealth Management,Operations Signoff,PTF_232,CP_4463,Asset,40078890.36
DE0000009398,CDS,IE,Fixed Income,Product Control FI,PTF_660,CP_7248,Asset,19945930.56
GB0000009408,FX Forward,IE,Structured Products,Product Control FI,PTF_121,CP_4411,Asset,19428202.57
JP0000009418,IRS Swap,NL,Wealth Management,Product Control EQ,PTF_223,CP_5891,Liability,40056015.56
DE0000009428,Future,DE,FX & Commodities,Product Control FI,PTF_952,CP_7020,Asset,24483703.68
JP0000009438,Repo,JP,Treasury,Operations Signoff,PTF_533,CP_2478,Liability,40550663.01
FR0000009448,Equity,CA,Wealth Management,Risk Management,PTF_195,CP_1662,Liability,48663723.17
GB0000009458,Equity,ES,Structured Products,Operations Signoff,PTF_744,CP_9596,Asset,14538697.71
JP0000009468,Corp Bond,ES,Structured Products,Treasury Control,PTF_252,CP_3093,Liability,42077690.02
FR0000009478,Option,JP,Treasury,Product Control FI,PTF_664,CP_2253,Asset,25673158.82
FR0000009488,Option,CA,Fixed Income,Risk Management,PTF_776,CP_5151,Liability,12746735.92
US0000009498,Commercial Paper,US,Fixed Income,Risk Management,PTF_283,CP_3985,Liability,2267709.52
JP0000009508,IRS Swap,CH,Treasury,Risk Management,PTF_875,CP_8371,Liability,17070012.33
GB0000009518,FX Forward,DE,Fixed Income,Operations Signoff,PTF_365,CP_2742,Liability,26721128.27
US0000009528,Option,GB,Fixed Income,Product Control EQ,PTF_771,CP_8817,Liability,34591852.47
FR0000009538,Repo,JP,Treasury,Operations Signoff,PTF_469,CP_7471,Liability,4386318.36
GB0000009548,Govt Bond,FR,Fixed Income,Product Control FI,PTF_812,CP_4083,Asset,10465427.87
GB0000009558,FX Forward,CA,Wealth Management,Operations Signoff,PTF_295,CP_2410,Liability,38487208.71
GB0000009568,Repo,CA,Fixed Income,Product Control FI,PTF_270,CP_3497,Liability,48193524.2
JP0000009578,Govt Bond,IT,Structured Products,Operations Signoff,PTF_348,CP_4298,Liability,28473675.93
JP0000009588,Govt Bond,CH,Fixed Income,Product Control FI,PTF_745,CP_8074,Liability,42431569.97
FR0000009598,Future,LU,Treasury,Treasury Control,PTF_137,CP_8987,Liability,24307617.53
FR0000009608,Future,ES,Wealth Management,Risk Management,PTF_337,CP_1994,Asset,21103117.35
DE0000009618,Commercial Paper,GB,FX & Commodities,Risk Management,PTF_584,CP_2915,Liability,31136721.01
DE0000009628,Repo,LU,Structured Products,Product Control FI,PTF_265,CP_5718,Asset,23464675.65
JP0000009638,FX Forward,SG,Equities,Operations Signoff,PTF_801,CP_6556,Liability,6562272.56
DE0000009648,Option,CA,Wealth Management,Treasury Control,PTF_915,CP_8738,Asset,31094009.71
DE0000009658,Corp Bond,NL,Structured Products,Product Control EQ,PTF_277,CP_4268,Asset,30289421.62
US0000009668,Option,AU,FX & Commodities,Product Control EQ,PTF_314,CP_1770,Asset,17942543.74
DE0000009678,CDS,NL,Equities,Product Control EQ,PTF_947,CP_9248,Asset,40341743.06
DE0000009688,Option,GB,Treasury,Product Control EQ,PTF_223,CP_4671,Liability,12894817.94
DE0000009698,CDS,IE,Fixed Income,Operations Signoff,PTF_373,CP_3476,Asset,35321713.84
JP0000009708,Repo,IT,Fixed Income,Product Control FI,PTF_900,CP_2669,Asset,25367749.83
GB0000009718,Corp Bond,IT,Equities,Treasury Control,PTF_260,CP_5786,Liability,38099424.68
JP0000009728,Corp Bond,DE,Wealth Management,Treasury Control,PTF_442,CP_3257,Asset,42430511.61
JP0000009738,Option,IE,Fixed Income,Product Control EQ,PTF_954,CP_8760,Liability,14341481.21
GB0000009748,Corp Bond,JP,FX & Commodities,Risk Management,PTF_469,CP_5021,Asset,37661546.9
FR0000009758,Option,IE,Equities,Product Control EQ,PTF_921,CP_8025,Liability,45901412.79
JP0000009768,Commercial Paper,IE,Wealth Management,Treasury Control,PTF_130,CP_8251,Asset,38508742.29
FR0000009778,Corp Bond,GB,FX & Commodities,Treasury Control,PTF_511,CP_3692,Liability,3078109.08
US0000009788,Equity,ES,Treasury,Product Control FI,PTF_746,CP_9516,Liability,20968168.36
FR0000009798,IRS Swap,LU,Wealth Management,Treasury Control,PTF_452,CP_1129,Liability,45010925.05
FR0000009808,Equity,LU,Structured Products,Risk Management,PTF_759,CP_4360,Liability,34875060.92
JP0000009818,FX Forward,ES,FX & Commodities,Product Control FI,PTF_137,CP_9805,Liability,19502726.98
GB0000009828,Commercial Paper,SG,FX & Commodities,Product Control EQ,PTF_195,CP_9383,Liability,26069186.58
GB0000009838,Govt Bond,US,Treasury,Operations Signoff,PTF_364,CP_4954,Liability,36326829.77
FR0000009848,Corp Bond,LU,Fixed Income,Treasury Control,PTF_365,CP_9314,Liability,6195031.86
US0000009858,Repo,JP,Treasury,Product Control FI,PTF_564,CP_6553,Asset,40270351.17
FR0000009868,Future,LU,Wealth Management,Operations Signoff,PTF_964,CP_4831,Liability,14963584.48
FR0000009878,Equity,LU,Structured Products,Operations Signoff,PTF_855,CP_5057,Asset,16395708.92
FR0000009888,FX Forward,IT,FX & Commodities,Risk Management,PTF_200,CP_3401,Liability,41422739.28
US0000009898,Corp Bond,US,Structured Products,Product Control EQ,PTF_587,CP_4519,Liability,3908244.25
FR0000009908,Option,HK,Treasury,Operations Signoff,PTF_897,CP_7468,Liability,29217267.36
JP0000009918,Repo,LU,Structured Products,Risk Management,PTF_943,CP_3668,Asset,25291765.61
JP0000009928,Repo,DE,Wealth Management,Operations Signoff,PTF_983,CP_9669,Asset,34725062.91
JP0000009938,Repo,US,Wealth Management,Product Control EQ,PTF_672,CP_7051,Asset,30082002.69
JP0000009948,Corp Bond,GB,FX & Commodities,Operations Signoff,PTF_396,CP_1659,Asset,5891521.96
DE0000009958,CDS,JP,FX & Commodities,Risk Management,PTF_128,CP_3340,Asset,39190706.04
JP0000009968,Govt Bond,ES,FX & Commodities,Treasury Control,PTF_320,CP_3999,Liability,109277.26
FR0000009978,CDS,GB,Fixed Income,Risk Management,PTF_592,CP_6074,Liability,45014862.96
JP0000009988,Repo,IT,Wealth Management,Operations Signoff,PTF_235,CP_3269,Liability,38085130.66
JP0000009998,Equity,IT,Wealth Management,Treasury Control,PTF_191,CP_7711,Liability,11644950.06
JP0000010008,CDS,SG,Fixed Income,Risk Management,PTF_853,CP_5544,Asset,43298348.9
